日期,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
088/02/10,F1 雜柑 檸檬,21.0,15.0,6.0,15.3,4994
088/02/11,F1 雜柑 檸檬,22.0,16.0,7.0,20.5,5147
088/02/12,F1 雜柑 檸檬,30.0,23.0,13.0,24.5,5325
088/02/13,F1 雜柑 檸檬,40.0,30.0,18.0,35.0,4915
088/02/14,F1 雜柑 檸檬,50.0,40.0,20.0,39.4,6336
088/02/15,F1 雜柑 檸檬,50.0,40.0,20.0,40.8,5815
088/02/21,F1 雜柑 檸檬,40.0,30.0,15.0,29.1,7354
088/02/22,F1 雜柑 檸檬,35.0,23.0,10.0,21.9,8336
088/02/23,F1 雜柑 檸檬,30.0,20.0,10.0,20.4,7384
088/02/24,F1 雜柑 檸檬,30.0,20.0,10.0,20.0,5840
088/02/26,F1 雜柑 檸檬,28.0,20.0,10.0,20.0,7183
088/02/27,F1 雜柑 檸檬,28.0,20.0,10.0,20.3,6839
088/02/28,F1 雜柑 檸檬,28.0,20.0,10.0,22.3,5244
088/03/01,F1 雜柑 檸檬,27.0,20.0,10.0,20.6,8446
088/03/02,F1 雜柑 檸檬,28.0,21.0,12.0,20.8,6277
088/03/05,F1 雜柑 檸檬,28.0,20.0,10.0,20.4,7506
088/03/06,F1 雜柑 檸檬,28.0,20.0,13.0,22.3,6361
088/03/07,F1 雜柑 檸檬,27.0,20.0,13.0,20.8,9742
088/03/08,F1 雜柑 檸檬,25.0,18.0,10.0,19.3,7808
088/03/09,F1 雜柑 檸檬,25.0,18.0,10.0,18.8,5665
088/03/10,F1 雜柑 檸檬,25.0,18.0,10.0,17.8,6865
088/03/11,F1 雜柑 檸檬,26.0,18.0,10.0,17.5,6479
088/03/13,F1 雜柑 檸檬,27.0,20.0,10.0,20.3,5763
088/03/14,F1 雜柑 檸檬,27.0,20.0,10.0,21.1,4950
088/03/15,F1 雜柑 檸檬,28.0,22.0,10.0,20.8,6124
088/03/16,F1 雜柑 檸檬,27.0,21.0,10.0,20.7,4620
088/03/17,F1 雜柑 檸檬,28.0,22.0,10.0,22.5,4683
088/03/18,F1 雜柑 檸檬,30.0,24.0,14.0,23.7,5690
088/03/19,F1 雜柑 檸檬,30.0,23.0,13.0,23.0,7089
088/03/21,F1 雜柑 檸檬,30.0,23.0,13.0,23.1,7458
088/03/22,F1 雜柑 檸檬,28.0,21.0,12.0,19.8,8746
088/03/23,F1 雜柑 檸檬,25.0,18.0,10.0,19.1,5331
088/03/24,F1 雜柑 檸檬,25.0,20.0,10.0,19.0,4293
088/03/25,F1 雜柑 檸檬,28.0,21.0,12.0,21.2,5510
088/03/26,F1 雜柑 檸檬,26.0,18.0,10.0,19.4,6007
088/03/28,F1 雜柑 檸檬,26.0,20.0,10.0,18.9,8222
088/03/29,F1 雜柑 檸檬,26.0,19.0,10.0,19.9,5705
088/03/30,F1 雜柑 檸檬,28.0,20.0,10.0,20.4,4543
088/03/31,F1 雜柑 檸檬,30.0,23.0,10.0,21.7,5850
088/04/01,F1 雜柑 檸檬,30.0,22.0,10.0,21.7,5639
088/04/02,F1 雜柑 檸檬,30.0,23.0,10.0,21.5,6076
088/04/03,F1 雜柑 檸檬,30.0,23.0,10.0,23.9,4125
088/04/04,F1 雜柑 檸檬,34.0,24.0,10.0,23.7,6506
088/04/07,F1 雜柑 檸檬,32.0,24.0,10.0,26.9,6558
088/04/08,F1 雜柑 檸檬,33.0,27.0,12.0,24.8,8960
088/04/09,F1 雜柑 檸檬,34.0,28.0,15.0,26.8,8088
088/04/10,F1 雜柑 檸檬,33.0,26.0,14.0,25.8,9765
088/04/12,F1 雜柑 檸檬,31.0,24.0,12.0,25.2,11543
088/04/13,F1 雜柑 檸檬,30.0,23.0,12.0,23.6,7985
088/04/14,F1 雜柑 檸檬,28.0,23.0,15.0,23.2,7029
088/04/15,F1 雜柑 檸檬,28.0,22.0,15.0,23.2,7440
088/04/16,F1 雜柑 檸檬,29.0,23.0,15.0,20.3,11764
088/04/17,F1 雜柑 檸檬,25.0,20.0,12.0,18.8,10194
088/04/19,F1 雜柑 檸檬,25.0,17.0,10.0,18.2,10414
088/04/20,F1 雜柑 檸檬,24.0,16.0,10.0,16.5,9818
088/04/21,F1 雜柑 檸檬,21.0,15.0,8.0,15.5,10286
088/04/22,F1 雜柑 檸檬,18.0,13.0,5.0,13.1,8761
088/04/23,F1 雜柑 檸檬,20.0,14.0,7.0,14.8,9111
088/04/24,F1 雜柑 檸檬,20.0,15.0,7.0,15.7,8326
088/04/26,F1 雜柑 檸檬,21.0,15.0,7.0,18.0,11359
088/04/27,F1 雜柑 檸檬,23.0,18.0,10.0,18.7,9332
088/04/28,F1 雜柑 檸檬,23.0,18.0,10.0,19.2,11551
088/04/29,F1 雜柑 檸檬,23.0,19.0,10.0,18.2,8496
088/04/30,F1 雜柑 檸檬,22.0,18.0,10.0,15.0,12365
088/05/01,F1 雜柑 檸檬,22.0,16.0,8.0,15.0,7539
088/05/03,F1 雜柑 檸檬,24.0,19.0,10.0,17.9,6263
088/05/04,F1 雜柑 檸檬,23.0,18.0,10.0,17.6,7316
088/05/05,F1 雜柑 檸檬,20.0,15.0,8.0,15.6,12140
088/05/06,F1 雜柑 檸檬,18.0,12.0,5.0,12.6,12331
088/05/07,F1 雜柑 檸檬,18.0,12.0,5.0,12.8,9666
088/05/08,F1 雜柑 檸檬,19.0,13.0,5.0,13.4,6495
088/05/09,F1 雜柑 檸檬,17.0,13.0,5.0,14.0,10510
088/05/11,F1 雜柑 檸檬,20.0,15.0,8.0,15.3,8465
088/05/12,F1 雜柑 檸檬,18.0,14.0,7.0,14.0,11482
088/05/13,F1 雜柑 檸檬,16.0,12.0,6.0,12.2,17783
088/05/14,F1 雜柑 檸檬,16.0,12.0,6.0,10.6,17215
088/05/15,F1 雜柑 檸檬,14.0,9.0,4.0,10.1,16958
088/05/16,F1 雜柑 檸檬,16.0,11.0,5.0,11.2,13976
088/05/18,F1 雜柑 檸檬,15.0,11.0,6.0,11.5,16307
088/05/19,F1 雜柑 檸檬,15.0,11.0,6.0,11.6,15964
088/05/20,F1 雜柑 檸檬,14.0,10.0,5.0,10.4,12781
088/05/21,F1 雜柑 檸檬,14.0,10.0,5.0,10.3,14797
088/05/22,F1 雜柑 檸檬,15.0,11.0,6.0,10.7,15829
088/05/23,F1 雜柑 檸檬,16.0,12.0,6.0,11.7,15103
088/05/25,F1 雜柑 檸檬,15.0,10.0,5.0,10.7,17256
088/05/26,F1 雜柑 檸檬,14.0,9.0,4.0,9.5,17983
088/05/27,F1 雜柑 檸檬,14.0,9.0,4.0,9.7,14682
088/05/28,F1 雜柑 檸檬,12.0,8.0,4.0,8.4,11988
088/05/29,F1 雜柑 檸檬,12.0,8.0,4.0,11.2,5003
088/05/30,F1 雜柑 檸檬,15.0,12.0,6.0,12.9,9381
088/06/01,F1 雜柑 檸檬,18.0,14.0,8.0,13.8,14789
088/06/02,F1 雜柑 檸檬,18.0,13.0,7.0,13.0,15872
088/06/03,F1 雜柑 檸檬,15.0,10.0,5.0,10.2,15237
088/06/04,F1 雜柑 檸檬,14.0,10.0,5.0,8.8,14930
088/06/05,F1 雜柑 檸檬,14.0,10.0,5.0,10.2,8434
088/06/06,F1 雜柑 檸檬,15.0,11.0,6.0,11.1,11464
088/06/07,F1 雜柑 檸檬,15.0,11.0,6.0,11.5,6642
088/06/09,F1 雜柑 檸檬,15.0,12.0,6.0,12.1,8820
088/06/10,F1 雜柑 檸檬,15.0,12.0,6.0,13.4,7841
088/06/11,F1 雜柑 檸檬,17.0,14.0,7.0,14.8,13506
088/06/12,F1 雜柑 檸檬,18.0,15.0,10.0,15.8,10469
088/06/13,F1 雜柑 檸檬,20.0,15.0,10.0,15.4,13220
088/06/14,F1 雜柑 檸檬,17.0,13.0,6.0,13.0,16981
088/06/15,F1 雜柑 檸檬,16.0,12.0,6.0,12.2,13368
088/06/16,F1 雜柑 檸檬,16.0,12.0,6.0,11.5,9424
088/06/17,F1 雜柑 檸檬,21.0,16.0,8.0,15.4,8656
088/06/18,F1 雜柑 檸檬,21.0,17.0,8.0,16.9,11059
088/06/21,F1 雜柑 檸檬,22.0,18.0,11.0,18.1,8327
088/06/22,F1 雜柑 檸檬,23.0,19.0,11.0,20.3,9675
088/06/23,F1 雜柑 檸檬,25.0,20.0,12.0,20.5,13006
088/06/24,F1 雜柑 檸檬,23.0,18.0,10.0,18.3,12015
088/06/25,F1 雜柑 檸檬,21.0,18.0,10.0,15.0,16776
088/06/26,F1 雜柑 檸檬,18.0,12.0,6.0,12.7,17961
088/06/27,F1 雜柑 檸檬,17.0,12.0,6.0,12.1,15843
088/06/28,F1 雜柑 檸檬,18.0,13.0,7.0,13.1,11784
088/06/29,F1 雜柑 檸檬,18.0,13.0,7.0,15.1,8954
088/07/01,F1 雜柑 檸檬,24.9,21.2,13.0,20.3,10517
088/07/02,F1 雜柑 檸檬,26.0,20.0,10.0,18.3,15139
088/07/03,F1 雜柑 檸檬,21.0,16.0,8.0,15.8,13597
088/07/04,F1 雜柑 檸檬,20.0,15.0,8.0,14.8,15370
088/07/05,F1 雜柑 檸檬,20.0,15.0,8.0,14.3,10613
088/07/06,F1 雜柑 檸檬,20.0,15.0,8.0,15.2,10883
088/07/07,F1 雜柑 檸檬,20.0,15.0,8.0,16.4,7802
088/07/09,F1 雜柑 檸檬,24.0,18.0,8.0,18.2,9200
088/07/10,F1 雜柑 檸檬,26.0,20.0,12.0,20.2,8860
088/07/11,F1 雜柑 檸檬,25.0,19.0,13.0,19.7,13236
088/07/12,F1 雜柑 檸檬,21.0,16.0,10.0,16.7,14897
088/07/13,F1 雜柑 檸檬,20.0,15.0,8.0,15.2,14525
088/07/14,F1 雜柑 檸檬,18.0,13.0,5.0,13.9,16764
088/07/16,F1 雜柑 檸檬,19.0,13.0,5.0,13.4,14097
088/07/17,F1 雜柑 檸檬,18.0,13.0,5.0,13.1,16579
088/07/18,F1 雜柑 檸檬,18.0,13.0,5.0,13.2,14249
088/07/19,F1 雜柑 檸檬,18.0,14.0,7.0,13.2,18009
088/07/20,F1 雜柑 檸檬,18.0,13.0,7.0,13.2,16430
088/07/21,F1 雜柑 檸檬,18.0,13.0,7.0,11.1,17627
088/07/23,F1 雜柑 檸檬,18.0,13.0,6.0,12.7,16750
088/07/24,F1 雜柑 檸檬,18.0,13.0,6.0,12.3,18790
088/07/25,F1 雜柑 檸檬,16.0,11.0,5.0,10.8,20463
088/07/26,F1 雜柑 檸檬,13.0,8.0,3.0,8.7,17740
088/07/27,F1 雜柑 檸檬,14.0,9.0,3.0,9.2,13180
088/07/28,F1 雜柑 檸檬,14.0,9.0,3.0,8.7,12273
088/07/30,F1 雜柑 檸檬,14.0,9.0,3.0,10.1,14746
088/07/31,F1 雜柑 檸檬,13.0,8.0,3.0,8.4,20576
088/08/01,F1 雜柑 檸檬,13.0,8.0,3.0,8.4,17288
088/08/02,F1 雜柑 檸檬,13.0,8.0,3.0,8.7,16083
088/08/03,F1 雜柑 檸檬,12.0,7.0,3.0,7.6,20509
088/08/04,F1 雜柑 檸檬,11.0,6.0,3.0,6.4,20080
088/08/05,F1 雜柑 檸檬,10.0,7.0,3.0,6.4,13966
088/08/07,F1 雜柑 檸檬,14.0,10.0,5.0,8.6,12996
088/08/08,F1 雜柑 檸檬,18.0,14.0,6.0,12.6,7705
088/08/09,F1 雜柑 檸檬,18.0,14.0,6.0,12.9,10218
088/08/10,F1 雜柑 檸檬,18.0,14.0,6.0,12.6,14922
088/08/11,F1 雜柑 檸檬,14.0,10.0,5.0,9.6,17928
088/08/12,F1 雜柑 檸檬,12.0,7.0,3.0,6.7,21796
088/08/14,F1 雜柑 檸檬,12.0,7.0,3.0,7.4,15829
088/08/15,F1 雜柑 檸檬,10.0,7.0,3.0,6.9,22462
088/08/16,F1 雜柑 檸檬,10.0,7.0,3.0,6.3,23564
088/08/17,F1 雜柑 檸檬,10.0,7.0,3.0,6.2,21820
088/08/18,F1 雜柑 檸檬,9.0,6.0,3.0,5.7,19596
088/08/19,F1 雜柑 檸檬,9.0,6.0,3.0,6.2,17547
088/08/21,F1 雜柑 檸檬,9.0,6.0,3.0,6.9,20872
088/08/22,F1 雜柑 檸檬,13.0,9.0,4.0,8.2,16881
088/08/23,F1 雜柑 檸檬,13.0,8.0,4.0,8.6,17100
088/08/24,F1 雜柑 檸檬,11.0,7.0,3.0,6.9,22072
088/08/25,F1 雜柑 檸檬,8.0,5.0,3.0,4.6,22882
088/08/28,F1 雜柑 檸檬,9.0,6.0,3.0,5.6,18443
088/08/29,F1 雜柑 檸檬,9.0,6.0,3.0,5.7,19413
088/08/30,F1 雜柑 檸檬,9.0,6.0,3.0,4.9,15986
088/08/31,F1 雜柑 檸檬,9.0,6.0,3.0,5.1,15413
088/09/01,F1 雜柑 檸檬,8.0,5.0,3.0,5.5,15079
088/09/02,F1 雜柑 檸檬,10.0,7.0,3.0,6.3,13222
088/09/03,F1 雜柑 檸檬,11.0,8.0,4.0,7.6,10225
088/09/05,F1 雜柑 檸檬,12.0,8.0,4.0,7.9,11913
088/09/06,F1 雜柑 檸檬,11.0,7.0,3.0,7.4,15451
088/09/07,F1 雜柑 檸檬,12.0,7.0,3.0,7.1,11631
088/09/08,F1 雜柑 檸檬,11.0,7.0,3.0,7.3,12391
088/09/09,F1 雜柑 檸檬,9.0,6.0,3.0,5.9,15316
088/09/10,F1 雜柑 檸檬,9.0,6.0,3.0,6.1,12031
088/09/11,F1 雜柑 檸檬,10.0,7.0,3.0,7.1,14219
088/09/13,F1 雜柑 檸檬,10.0,7.0,3.0,7.6,14707
088/09/14,F1 雜柑 檸檬,11.0,8.0,4.0,8.2,11365
088/09/15,F1 雜柑 檸檬,10.0,7.0,3.0,7.3,12287
088/09/16,F1 雜柑 檸檬,10.0,7.0,3.0,7.3,12701
088/09/17,F1 雜柑 檸檬,10.0,7.0,3.0,7.1,10903
088/09/18,F1 雜柑 檸檬,10.0,7.0,3.0,7.5,15050
088/09/20,F1 雜柑 檸檬,12.0,9.0,4.0,8.0,12286
088/09/21,F1 雜柑 檸檬,11.7,9.2,4.8,8.8,9868
088/09/22,F1 雜柑 檸檬,11.0,7.0,3.0,7.3,12801
088/09/23,F1 雜柑 檸檬,10.6,7.8,3.9,7.6,14025
088/09/24,F1 雜柑 檸檬,10.0,7.0,3.0,7.4,14622
088/09/27,F1 雜柑 檸檬,14.0,10.0,4.0,10.2,6234
088/09/28,F1 雜柑 檸檬,14.0,10.0,4.0,10.1,12820
088/09/29,F1 雜柑 檸檬,12.0,7.0,3.0,7.2,12447
088/09/30,F1 雜柑 檸檬,10.0,7.0,3.0,6.1,14949
088/10/01,F1 雜柑 檸檬,9.0,6.0,3.0,5.4,11906
088/10/02,F1 雜柑 檸檬,10.0,7.0,3.0,6.8,9870
088/10/03,F1 雜柑 檸檬,14.0,9.0,4.0,8.7,8230
088/10/05,F1 雜柑 檸檬,13.0,9.0,4.0,8.3,11090
088/10/06,F1 雜柑 檸檬,9.0,6.0,3.0,6.8,11190
088/10/07,F1 雜柑 檸檬,9.0,6.0,3.0,6.0,11029
088/10/08,F1 雜柑 檸檬,10.0,7.0,3.0,5.9,7372
088/10/09,F1 雜柑 檸檬,14.0,9.0,4.0,8.5,4821
088/10/10,F1 雜柑 檸檬,15.0,11.0,5.0,10.6,6886
088/10/12,F1 雜柑 檸檬,14.0,10.0,5.0,9.7,11757
088/10/13,F1 雜柑 檸檬,14.0,10.0,5.0,9.5,9439
088/10/14,F1 雜柑 檸檬,13.0,8.0,3.0,8.1,10967
088/10/15,F1 雜柑 檸檬,13.0,8.0,3.0,6.9,11271
088/10/16,F1 雜柑 檸檬,12.0,7.0,3.0,6.4,10019
088/10/17,F1 雜柑 檸檬,10.0,7.0,3.0,6.2,9962
088/10/19,F1 雜柑 檸檬,10.0,7.0,3.0,6.9,8399
088/10/20,F1 雜柑 檸檬,13.0,8.0,4.0,7.9,6749
088/10/21,F1 雜柑 檸檬,13.0,8.0,4.0,7.8,8053
088/10/22,F1 雜柑 檸檬,13.0,8.0,4.0,8.2,6572
088/10/23,F1 雜柑 檸檬,14.0,9.0,4.0,8.1,7683
088/10/24,F1 雜柑 檸檬,14.0,9.0,4.0,7.9,6891
088/10/26,F1 雜柑 檸檬,15.0,9.0,4.0,8.7,9673
088/10/27,F1 雜柑 檸檬,13.0,8.0,3.0,7.6,8595
088/10/28,F1 雜柑 檸檬,9.0,6.0,3.0,5.5,9362
088/10/29,F1 雜柑 檸檬,10.5,6.9,3.9,7.0,5896
088/10/30,F1 雜柑 檸檬,12.0,8.0,3.0,7.4,5839
088/10/31,F1 雜柑 檸檬,12.0,8.0,3.0,7.8,6884
088/11/01,F1 雜柑 檸檬,14.0,9.0,3.0,9.3,5706
088/11/03,F1 雜柑 檸檬,14.0,9.0,3.0,8.6,9282
088/11/04,F1 雜柑 檸檬,14.0,9.0,3.0,8.9,7971
088/11/05,F1 雜柑 檸檬,13.0,8.0,3.0,7.5,7596
088/11/06,F1 雜柑 檸檬,13.0,8.0,3.0,8.6,6996
088/11/07,F1 雜柑 檸檬,15.0,9.0,3.0,7.6,6249
088/11/08,F1 雜柑 檸檬,14.0,9.0,3.0,8.3,6334
088/11/09,F1 雜柑 檸檬,13.0,8.0,3.0,8.5,6496
088/11/11,F1 雜柑 檸檬,14.0,9.0,3.0,9.1,6664
088/11/12,F1 雜柑 檸檬,16.0,10.0,4.0,10.1,5978
088/11/13,F1 雜柑 檸檬,17.0,11.0,4.0,11.1,6509
088/11/14,F1 雜柑 檸檬,18.0,12.0,5.0,10.8,7081
088/11/15,F1 雜柑 檸檬,16.0,11.0,4.0,11.1,5003
088/11/16,F1 雜柑 檸檬,16.0,11.0,4.0,10.2,5295
088/11/18,F1 雜柑 檸檬,15.0,10.0,4.0,8.9,6263
088/11/19,F1 雜柑 檸檬,16.0,10.0,4.0,9.9,5723
088/11/20,F1 雜柑 檸檬,15.0,10.0,4.0,10.1,4667
088/11/21,F1 雜柑 檸檬,14.0,9.0,3.0,9.0,5538
088/11/22,F1 雜柑 檸檬,14.0,9.0,3.0,8.8,6287
088/11/23,F1 雜柑 檸檬,15.0,9.0,3.0,10.1,5628
088/11/25,F1 雜柑 檸檬,16.0,10.0,4.0,10.1,6092
088/11/26,F1 雜柑 檸檬,17.0,10.0,3.0,10.2,5389
088/11/27,F1 雜柑 檸檬,17.0,11.0,4.0,10.7,4185
088/11/28,F1 雜柑 檸檬,17.0,11.0,4.0,12.6,4875
088/11/29,F1 雜柑 檸檬,19.0,12.0,5.0,12.8,3854
088/11/30,F1 雜柑 檸檬,18.0,13.0,5.0,14.4,4023
088/12/01,F1 雜柑 檸檬,18.0,14.0,6.0,13.3,2515
088/12/03,F1 雜柑 檸檬,18.0,14.0,6.0,14.2,5455
088/12/04,F1 雜柑 檸檬,22.0,16.0,7.0,14.7,6010
088/12/05,F1 雜柑 檸檬,18.0,13.0,5.0,13.3,7352
088/12/06,F1 雜柑 檸檬,19.0,13.0,5.0,12.8,5944
088/12/07,F1 雜柑 檸檬,18.0,12.0,5.0,12.3,4145
088/12/08,F1 雜柑 檸檬,18.0,12.0,5.0,13.1,3938
088/12/09,F1 雜柑 檸檬,17.0,11.0,4.0,11.9,5335
088/12/11,F1 雜柑 檸檬,16.0,11.0,4.0,11.4,8169
088/12/12,F1 雜柑 檸檬,15.0,10.0,3.0,9.2,7959
088/12/13,F1 雜柑 檸檬,14.0,9.0,3.0,8.9,4670
088/12/14,F1 雜柑 檸檬,13.0,8.0,3.0,9.4,4349
088/12/15,F1 雜柑 檸檬,14.0,9.0,3.0,8.8,4964
088/12/16,F1 雜柑 檸檬,14.0,9.0,3.0,8.7,4401
088/12/18,F1 雜柑 檸檬,18.0,14.0,5.0,11.7,2606
088/12/19,F1 雜柑 檸檬,28.0,23.0,16.0,17.5,1658
088/12/20,F1 雜柑 檸檬,30.0,24.0,15.0,21.3,3069
088/12/21,F1 雜柑 檸檬,32.0,26.0,15.0,23.1,2110
088/12/22,F1 雜柑 檸檬,28.0,20.0,10.0,20.5,5590
088/12/23,F1 雜柑 檸檬,27.0,20.0,10.0,18.6,3772
088/12/25,F1 雜柑 檸檬,25.0,17.0,8.0,16.7,6413
088/12/26,F1 雜柑 檸檬,20.0,13.0,5.0,13.9,6406
088/12/27,F1 雜柑 檸檬,18.0,13.0,4.0,13.5,3643
088/12/28,F1 雜柑 檸檬,18.0,13.0,4.0,11.4,5319
088/12/29,F1 雜柑 檸檬,14.0,8.0,3.0,8.3,5571
088/12/30,F1 雜柑 檸檬,14.0,8.0,3.0,7.5,4852
088/12/31,F1 雜柑 檸檬,12.0,7.0,3.0,6.4,7273
089/01/02,F1 雜柑 檸檬,12.0,7.0,3.0,7.4,4596
089/01/03,F1 雜柑 檸檬,14.0,9.0,3.0,9.4,4784
089/01/04,F1 雜柑 檸檬,15.0,10.0,3.0,12.0,2781
089/01/05,F1 雜柑 檸檬,16.0,10.0,3.0,10.4,4787
089/01/06,F1 雜柑 檸檬,15.0,10.0,4.0,10.5,4521
089/01/07,F1 雜柑 檸檬,18.0,13.0,5.0,12.1,3537
089/01/08,F1 雜柑 檸檬,18.0,13.0,5.0,13.8,5190
089/01/10,F1 雜柑 檸檬,18.0,13.0,4.0,13.1,5492
089/01/11,F1 雜柑 檸檬,18.0,13.0,4.0,12.4,4926
089/01/12,F1 雜柑 檸檬,18.0,13.0,4.0,14.8,3389
089/01/13,F1 雜柑 檸檬,21.0,17.0,8.0,16.0,4004
089/01/14,F1 雜柑 檸檬,22.0,18.0,8.0,17.1,3176
089/01/15,F1 雜柑 檸檬,25.0,18.0,10.0,16.9,4501
089/01/17,F1 雜柑 檸檬,23.0,18.0,9.0,17.4,6525
089/01/18,F1 雜柑 檸檬,23.0,17.0,9.0,17.0,5012
089/01/19,F1 雜柑 檸檬,22.0,16.0,8.0,16.0,5995
089/01/20,F1 雜柑 檸檬,18.0,13.0,7.0,14.2,4751
089/01/21,F1 雜柑 檸檬,21.0,15.0,6.0,15.4,3317
089/01/22,F1 雜柑 檸檬,21.0,15.0,6.0,16.3,2985
089/01/24,F1 雜柑 檸檬,24.0,19.0,9.0,18.0,4700
089/01/25,F1 雜柑 檸檬,24.0,19.0,9.0,19.1,4661
089/01/26,F1 雜柑 檸檬,27.0,20.0,10.0,19.6,5452
089/01/27,F1 雜柑 檸檬,30.0,24.0,14.0,20.0,4171
089/01/28,F1 雜柑 檸檬,28.0,22.0,12.0,20.7,3474
089/01/29,F1 雜柑 檸檬,28.0,22.0,10.0,21.7,4932
089/01/30,F1 雜柑 檸檬,25.0,18.0,10.0,18.4,6434
089/01/31,F1 雜柑 檸檬,25.0,19.0,10.0,18.9,5862
089/02/01,F1 雜柑 檸檬,20.0,14.0,7.0,15.4,6386
089/02/02,F1 雜柑 檸檬,18.0,12.0,5.0,12.3,7330
089/02/03,F1 雜柑 檸檬,16.0,11.0,3.0,11.0,8081
089/02/04,F1 雜柑 檸檬,13.0,8.0,3.0,8.3,3347
089/02/10,F1 雜柑 檸檬,18.0,13.0,4.0,14.1,3671
089/02/11,F1 雜柑 檸檬,21.0,15.0,6.0,14.7,4915
089/02/12,F1 雜柑 檸檬,26.0,18.0,8.0,18.7,4769
089/02/13,F1 雜柑 檸檬,30.0,21.0,10.0,20.8,4596
089/02/15,F1 雜柑 檸檬,30.0,22.0,10.0,22.7,6465
089/02/16,F1 雜柑 檸檬,31.0,25.0,15.0,22.9,7871
089/02/17,F1 雜柑 檸檬,26.0,18.0,6.0,18.6,7555
089/02/18,F1 雜柑 檸檬,20.0,14.0,5.0,13.6,7497
089/02/19,F1 雜柑 檸檬,18.0,14.0,6.0,13.8,5730
089/02/22,F1 雜柑 檸檬,23.0,17.0,8.0,16.6,4966
089/02/23,F1 雜柑 檸檬,30.0,20.0,11.0,18.7,3879
089/02/24,F1 雜柑 檸檬,30.0,24.0,14.0,23.4,3218
089/02/25,F1 雜柑 檸檬,27.0,23.0,14.0,21.7,5427
089/02/26,F1 雜柑 檸檬,28.0,23.0,13.0,20.2,6302
089/02/27,F1 雜柑 檸檬,25.0,19.0,10.0,18.9,4765
089/02/28,F1 雜柑 檸檬,26.0,20.0,10.0,21.2,2913
089/03/01,F1 雜柑 檸檬,27.0,21.0,10.0,22.2,6021
089/03/02,F1 雜柑 檸檬,25.0,20.0,10.0,20.7,5201
089/03/03,F1 雜柑 檸檬,24.0,17.0,10.0,18.4,6704
089/03/04,F1 雜柑 檸檬,24.0,18.0,10.0,18.4,6375
089/03/05,F1 雜柑 檸檬,22.0,15.0,8.0,16.2,6648
089/03/06,F1 雜柑 檸檬,23.0,17.0,8.0,17.0,4476
089/03/07,F1 雜柑 檸檬,23.0,17.0,8.0,17.3,4503
089/03/09,F1 雜柑 檸檬,22.0,16.0,8.0,16.7,5875
089/03/10,F1 雜柑 檸檬,25.0,18.0,10.0,18.5,3647
089/03/11,F1 雜柑 檸檬,25.0,18.0,10.0,19.0,5243
